TRUE,67,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,POWER.FPGACore.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_core_current_A),NONE,,,,,,,,Current used by the FPGA core [A],,
,POWER.FPGACore.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_core_voltage_V),NONE,,,,,,,,Voltage over the FPGA core [V],,
,POWER.FPGA18.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_18_current_A),NONE,,,,,,,,Current used by the FPGA18 [A],,
,POWER.FPGA18.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_18_voltage_V),NONE,,,,,,,,Voltage over the FPGA18 [V],,
,POWER.FPGA25.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_25_current_A),NONE,,,,,,,,Current used by the FPGA25 [A],,
,POWER.FPGA25.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.fpga_25_voltage_V),NONE,,,,,,,,Voltage over the FPGA25 [V],,
,POWER.CMV21.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_21_current_A),NONE,,,,,,,,Current used by the CMV21 [A],,
,POWER.CMV21.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_21_voltage_V),NONE,,,,,,,,Voltage over the CMV21 [V],,
,POWER.CMVPix.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_pix_current_A),NONE,,,,,,,,Current used by the CMV VDDPix [A],,
,POWER.CMVPix.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_pix_voltage_V),NONE,,,,,,,,Voltage over the CMV VDDPix [V],,
,POWER.CMV33.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_33_current_A),NONE,,,,,,,,Current used by the CMV VDD33 [A],,
,POWER.CMV33.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_33_voltage_V),NONE,,,,,,,,Voltage over the CMV VDD33 [V],,
,POWER.CMVRes.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_res_current_A),NONE,,,,,,,,Current used by the CMV Vresh [A],,
,POWER.CMVRes.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.cmv_res_voltage_V),NONE,,,,,,,,Voltage over the CMV Vresh [V],,
